OBJECTID,Shape,NAME,ID,ADDRESS,CITY,ZIP,PHONE,TYPE,URL
640,"(40.729542543000036, -73.9995093899999)",V Bar,1219,225 Sullivan St,New York,10012, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_V_Bar_New_York_NY_5521.aspx
641,"(40.76963224000008, -73.94131221399994)",Dunkin Donuts,1220,899 Main Street,New York,10044, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_Cortland_Manor_NY_12141.aspx
642,"(40.73065974300005, -73.9834149969999)",Dunikn Donuts,1221,215 1st Avenue,New York,10003, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_New_York_NY_12150.aspx
643,"(40.73009270700004, -73.9861247739999)",Duncan Donuts,1222,170 2nd Avenue,New York,10003, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Duncan_Donuts_New_York_NY_6342.aspx
644,"(40.71323522200004, -74.01148891999992)",Plaza at 7 World Trade Center,1223,Vesey Street & Greenwich Street,New York,10048, ,Free,http://www.downtownny.com/discover/wifi/
645,"(40.685304905000066, -73.99478634399992)",Tea Lounge,1224,254 Court Street,Brooklyn,11231, ,Free,http://www.wififreespot.com/ny.html
646,"(40.74995917700005, -73.99214703599995)",Penn Station - Waiting Room,1225,7th Avenue & 33rd Street,New York,10119, ,Free,http://www.mta.info/lirr/News/2008/PennWireless.htm
647,"(40.70477206000004, -74.0093490829999)",British Memorial Garden,1226,Hanover Square,New York,10004, ,Free,http://www.britishmemorialgarden.org/intro.html
648,"(40.797063448000074, -73.95145113299992)",Central Park Charles a Dana Discovery Center,1227,36 W 110th Street,New York,10026, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Central_Park_Charles_a_Dana_Discovery_Center_New_York_NY_24668.aspx
649,"(40.730932016000054, -73.86657689399993)",Paletra,1228,62-65 Saunders Strret,Rego Park,11374, ,Free,http://v4.jiwire.com/wi-fi-wireless-hotspot-Rego-Park-New-York-NY-US-Paletra-1144899.htm
650,"(40.822102302000076, -73.9496353049999)",Café One,1229,1619 Amsterdam Avenue,New York,10031, ,Free,http://www.openwifinyc.com/classic/a/Cafe-One-NY-10031
651,"(40.732287634000045, -73.9854871899999)",Net Café,1230,246 East 14th Street,New York,10003, ,Free,http://www.ncafeny.com/
652,"(40.72933149100004, -73.98150306799994)",Ost Café,1231,441East 12th Street,New York,10009, ,Free,http://www.openwifinyc.com/classic/a/Ost-Cafe-NY-10009
653,"(40.777951236000035, -73.98159293999993)",Tasty Café,1232,2062 Broadway,New York,10023, ,Free,http://www.openwifinyc.com/classic/a/Tasty-Cafe-NY-10023
654,"(40.76837719100007, -73.95866011599992)",Beach Café,1233,1362 2nd Avenue,New York,10021, ,Free,http://www.openwifinyc.com/classic/a/Beach-Cafe-NY-10021
655,"(40.77841654900004, -73.9824424649999)",Gigi Cage,1234,2067 Broadway,New York,10023, ,Free,http://www.openwifinyc.com/classic/a/Gigi-Cafe-NY-10023
656,"(40.71931119100009, -74.00658449999992)",Pecan,1235,130 Franklin Street,New York,10013, ,Free,http://www.openwifinyc.com/classic/a/Pecan-NY-10013
657,"(40.70746874100007, -74.00589065399993)",Andrews Coffee Shop,1236,116 John Street,New York,10038, ,Free,http://www.openwifinyc.com/classic/a/Andrews-Coffee-Shop-NY-10038
658,"(40.74472908300004, -73.99085220299992)",Antique Café,1237,55 West 26th Street,New York,10010, ,Free,http://www.openwifinyc.com/classic/a/Antique-Cafe-NY-10010
659,"(40.735807375000036, -73.99418370199993)",East West Café,1239,78 5th Avenue,New York,10011, ,Free,http://www.openwifinyc.com/classic/a/East-West-Cafe-NY-10011
660,"(40.70648033500004, -74.01227067399992)",Bravo Café,1240,52 Broadway,New York,10004, ,Free,http://www.openwifinyc.com/classic/a/Bravo-Cafe-NY-10004
661,"(40.73438963600006, -74.00269312799992)",Condesa Café,1241,183 West 10th Street,New York,10014, ,Free,http://www.openwifinyc.com/classic/a/Condesa-Cafe-NY-10014
662,"(40.74640902800007, -73.98317063699994)",Silo Café,1242,31 East 32nd Street,New York,10016, ,Free, 
663,"(40.76623757400006, -73.95954717299992)",Gotham Coffee House,1243,1298 2nd Avenue,New York,10065, ,Free, 
664,"(40.72973852400008, -73.98722740499994)",Brama Café,1244,157 2nd Avenue,New York,10003, ,Free, 
665,"(40.729203677000044, -74.00379979299993)",Ditch Plains,1245,29 Bedford Street,New York,10014, ,Free, 
666,"(40.719928275000086, -74.0104747449999)",Peace and Love,1246,378 1/2 Greenwich Street,New York,10013, ,Free, 
667,"(40.768244232000086, -73.98095634599991)",Merchants Gate,1247,Central Park - SW Corner,New York,10000, ,Free, 
668,"(40.740128276000064, -74.00276082199991)",Balducci's Mezzanine Café,1248,81 8th Avenue,New York,10011, ,Free,http://www.openwifinyc.com/classic/a/Balduccis-Mezzanine-Cafe-NY-10011
669,"(40.715177890000064, -74.0109351829999)",Kaffe 1668,1249,275 Greenwich Street,New York,10007, ,Free,http://www.openwifinyc.com/classic/a/Kaffe-1668-NY-10007
670,"(40.77447105600004, -73.95079612699993)",Giana Espresso Bar,1250,1584 1st Avenue,New York,10028, ,Free,http://www.openwifinyc.com/classic/a/Giana-Espresso-Bar-NY-10028
671,"(40.75695292000006, -73.91530455599991)",Time Café Astoria,1251,44-18 Broadway,Astoria,11103, ,Free,http://www.timecafeny.com/index.php?page=wifi
672,"(40.76228327700005, -73.77058988499994)",Bagels & Cakes,1252,42-14 Bell Boulevard,Bayside,11361, ,Free,http://www.wififreespot.com/ny.html
673,"(40.68383485900006, -74.00186003399995)",Coffee Den,1254,144 Union Street,Brooklyn,11231, ,Free,http://www.wififreespot.com/ny.html
674,"(40.71432482800009, -73.95167758299993)",Crest Café,1255,463 Union Avenue,Brooklyn,11211, ,Free,http://www.wififreespot.com/ny.html
675,"(40.81242720400007, -73.95507487499992)",Café Addis,1256,435 W 125 Street,New York,10027, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_CAFE_ADDIS_New_York_NY_31195.aspx
676,"(40.72690548500009, -73.97711089499995)",Cafecito,1257,185 Avenue C,New York,10009, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafecito_New_York_NY_6185.aspx
677,"(40.76892595700008, -73.91249405499991)",Café Soleil,1258,37-14 Astoria Blvd,Astoria,11103, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Soleil_Queens_NY_32472.aspx
678,"(40.63067278400007, -74.10336452799993)",Coffe & Tea Market  Café,1259,422 Forest Avenue,Staten Island,10301, ,Free,http://www.wififreespot.com/ny.html
679,"(40.66979990500005, -73.85748230799993)",Lindenwood diner,1260,2870 Linden Boulevard,Brooklyn,11208, ,Free,http://www.lindenwooddiner.com/reviews.html
680,"(40.67448955200007, -73.95677135599993)",Saje Café,1261,710 Franklin Avenue,Brooklyn,11238, ,Free,http://www.wififreespot.com/ny.html
681,"(40.733968366000056, -73.95513064499994)",The Mark Bar,1262,1025 Manhattan Avenue,Brooklyn,11222, ,Free,http://www.wififreespot.com/ny.html
682,"(40.581358779000084, -74.11143288499994)",Alor Café,1263,2110 Richmond Road,Staten Island,10306, ,Free,http://www.wififreespot.com/ny.html
683,"(40.72071440800005, -73.98739961899992)",Cake Shop,1264,152 Ludlow Street,New York,10002, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cake_Shop_New_York_NY_5454.aspx
684,"(40.74210414800007, -74.00115951799995)",Flight 151,1265,151 8th Avenue,New York,10011, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Flight_151_New_York_NY_6377.aspx
685,"(40.73491801900008, -73.98845651599993)",Galaxy Global Eatery,1266,15 Irving Place,New York,10003, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Galaxy_Global_Eatery_New_York_NY_5758.aspx
686,"(40.735614500000054, -74.00027876099995)",Greenwich Treehouse,1267,46 Greenwich Avenue,New York,10011, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Greenwich_Treehouse_New_York_NY_5770.aspx
687,"(40.72986300800005, -73.98050638899991)",Gramstand,1268,214 Avenue A,New York,10009, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Gramstand_New_York_NY_5480.aspx
688,"(40.711691647000066, -73.94924404699992)",Gimme Coffee,1269,495 Lorimer Street,Brooklyn,11211, ,Free,http://www.wififreespot.com/ny.html
689,"(40.60658591200007, -73.9634749249999)",Grille de Paris Restaurant,1270,904 Kings Hwy,Brooklyn,11223, ,Free,http://www.wififreespot.com/ny.html
690,"(40.72480609000007, -73.99671187799993)",Housing Works Bookstore Café,1271,126 Crosby Street,New York,10012, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Housing_Works_Bookstore_Cafe_New_York_NY_5783.aspx
691,"(40.66081094100008, -73.96134712899993)",Kdog & dunebuggy Coffee,1272,43 Lincoln Road,Brooklyn,11225, ,Free,http://www.wififreespot.com/ny.html
692,"(40.680016796000075, -73.96828472699991)",Le Gamin,1273,556 Vanderbilt Avenue,Brooklyn,11238, ,Free,http://www.wififreespot.com/ny.html
693,"(40.71966774400005, -73.9896578609999)",Lucky Jack's,1274,129 Orchard Street,New York,10002, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Lucky_Jacks_New_York_NY_5510.aspx
694,"(40.71797609500004, -73.99010174499995)",88 Orchard,1275,88 Orchard Street,New York,10002, ,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
695,"(40.73663409200009, -73.87749359599991)",Pop Diner,1276,86-02 Queens Boulevard,Elmhurst,11373, ,Free,http://www.popdiner.com/
696,"(40.76744166900005, -73.92297906599993)",Plaza Lounge,1277,29-20 30th Avenue,Astoria,11102, ,Free,http://www.wififreespot.com/ny.html
697,"(40.72926114300009, -73.98084628899994)",Rapture Café & Books,1278,200 Avenue A,New York,10009, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Rapture_Cafe_and_Books_New_York_NY_19752.aspx
698,"(40.73734652400009, -73.99056625599991)",Tisserie,1279,857 Broadway,New York,10003, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Tisserie_New_York_NY_6842.aspx
699,"(40.73599371800009, -73.9943614739999)",Best Value Electronics,1280,6 West 14th Street,New York,10011, ,Free,http://www.wififreespot.com/ny.html
700,"(40.73229699400008, -74.0052437089999)",The Little Owl,1281,90 Bedford Street,New York,10014, ,Free,http://www.thelittleowlnyc.com/
701,"(40.744694275000086, -73.88431611599992)",la Fusta Restaurant,1282,80-32 Baxter Avenue,Elmhurst,11373, ,Free,http://www.lafustarestaurant.com
702,"(40.76229642700008, -73.92555450499992)",Sanford Restaurant,1283,30-13 Broadway,Astoria,11106, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Sanford_Restaurant_New_York_NY_19754.aspx
703,"(40.80771570600007, -73.96228539499992)",Columbia University,1284,114 th - 120th Streets,New York,10023, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Columbia_University_New_York_NY_5679.aspx
704,"(40.71153061700005, -73.94713310399993)",Business Coffeshop,1285,623 Grand Street,Brooklyn,11211, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Business_Brooklyn_NY_32212.aspx
705,"(40.705521944000054, -73.93709853199994)",Potion Café,1286,248 McKibbin Street,Brooklyn,11206, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Potion_Cafe_New_York_NY_5870.aspx
706,"(40.689798316000065, -73.9723430279999)",Smooch,1287,264 Carlton Avenue,Brooklyn,11205, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Smooch_New_York_NY_6738.aspx
707,"(40.684290230000045, -73.97710532199994)",Buffalo Wild Wings Grill & Bar,1288,139 Flatbush Avenue,Brooklyn,11217, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Buffalo_Wild_Wings_Grill_and_Bar_Brooklyn_NY_329.aspx
708,"(40.69457332400009, -73.93050744199991)",Goodbye Blue Monday,1289,1087 Broadway,Brooklyn,11221, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Goodbye_Blue_Monday_New_York_NY_19745.aspx
709,"(40.67717928500008, -73.96939953899994)",Joyce Bakeshop,1290,646 Vanderbilt Avenue,Brooklyn,11238, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Joyce_Bakeshop_Brooklyn_NY_24637.aspx
710,"(40.68399249200007, -73.93198597999992)",Solomon's Porch,1291,307 Stuyvesant Avenue,Brooklyn,11233, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Solomons_Porch_New_York_NY_6742.aspx
711,"(40.68846400500007, -73.96021029299993)",CDSC Clinton Hill,1292,352 Classon Avenue,Brooklyn,11238, ,Free,https://auth.nycwireless.net/hotspots_map.php
712,"(40.686290633000056, -73.93247164899992)",Co Labs,1293,247  Stuyvesant Avenue,Brooklyn,11221, ,Free,https://auth.nycwireless.net/hotspots_map.php
713,"(40.75498892200005, -73.98716782999992)",Office Depot,1294,1441 Broadway,New York,10018, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Office_Depot_New_York_NY_3837.aspx
714,"(40.72217242700009, -73.9886341049999)",Sugar Café,1296,200 Allen Street,New York,10002, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Sugar_Cafe_New_York_NY_5537.aspx
715,"(40.73115522200004, -73.9830377429999)",Vinny Vincenz Square Pizza,1297,231 1st Avenue,New York,10003, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Vinny_Vincenz_Square_Pizza_New_York_NY_6878.aspx
716,"(40.755812276000086, -73.97888717399991)",Witchcraft - Midtwon,1298,555 5th Avenue,New York,10017, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Wichcraft_New_York_NY_6040.aspx
717,"(40.720426804000056, -74.0097638659999)",Witchcraft - Tribeca,1299,397 Greenwich Street,New York,10013, ,Free,http://www.openwifinyc.com/classic/a/witchcraft-Tribeca-NY-10013
718,"(40.73948552000007, -73.99005812199994)",Witchcraft - Flatiron,1300,11 East 20th Street,New York,10003, ,Free,http://www.openwifinyc.com/classic/a/witchcraft-Flatiron-NY-10003
719,"(40.73046160900009, -73.99305261299992)",Witchcraft - Village,1301,60 East 8th Street,New York,10003, ,Free,http://www.openwifinyc.com/classic/a/witchcraft-Village-NY-10003
720,"(40.751693713000066, -74.00497354799995)",Wichcraft,1302,269 11th Avenue,New York,10001, ,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
721,"(40.754611167000064, -73.9746857749999)",Witchcrafft - Park Ave,1303,245 Park Avenue,New York,10017, ,Free,http://www.openwifinyc.com/classic/a/witchcraft-Park-Ave-NY-10167
722,"(40.71548742500005, -74.01151341399992)",Whole Foods Market,1304,270 Greenwich Street,New Yor k,10007, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89527.aspx
723,"(40.72345639100007, -73.99188057499993)",Whole Foods Market,1305,95 E Houston Street,New York,10002, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89526.aspx
724,"(40.73480119300007, -73.99142452699994)",Whole Foods Market,1306,4 Union Square E,New York,10003, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89525.aspx
725,"(40.745306208000045, -73.99548869799992)",Whole Foods Market,1307,250 7th Avenue,New York,10001, ,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
726,"(40.76837445700005, -73.98282007799992)",Whole Foods Market,1308,10 Columbus Cir,New York,10019, ,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
727,"(40.75993901600009, -74.00210084299994)",Yogurteria,1309,699 W 39th Street,New York,10018, ,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
728,"(40.76562116400004, -73.77159895499994)",Yogurteria,1310,213-35 39th Avenue,Bayside,11361, ,Free,http://www.wififreespot.com/ny.html
729,"(40.754678640000066, -73.97438720499991)",Yushi Suhi  Park Ave,1311,245 Park Avenue,New York,10017, ,Free,http://www.openwifinyc.com/classic/a/Yushi-Sushi-Park-Ave-NY-10167
730,"(40.754290096000034, -73.97427039999991)",Juan Valdez -Lexington Avenue,1312,480 Lexington Avenue,New York,10017, ,Free,http://www.openwifinyc.com/classic/a/Juan-Valdez-Lexington-Ave-NY-10167
731,"(40.75551026100004, -73.98688377899992)",Juan Valdez - Times Square,1313,1451 Broadway,New York,10036, ,Free,http://www.openwifinyc.com/classic/a/Juan-Valdez-Times-Sq-NY-10036
732,"(40.74529787600005, -73.98438154299993)",Sublte Tea,1314,121 Madison Ave,New York,10016, ,Free,http://www.openwifinyc.com/classic/a/Subtle-Tea-NY-10016
733,"(40.74065934100008, -73.9882416339999)",Bonobo,1315,18 East 23rd Street,New York,10010, ,Free,http://www.openwifinyc.com/classic/a/Bonobo-NY-10010
734,"(40.70709606100007, -74.00846933199995)",Koyzina Café,1316,62 William Street,New York,10005, ,Free,http://www.openwifinyc.com/classic/a/Koyzina-Cafe-NY-10006
735,"(40.70451147300008, -74.00984147299994)",Financier,1317,62 Stone Street,New York,10004, ,Free,http://www.openwifinyc.com/classic/a/Financier-NY-10004
736,"(40.740922037000075, -73.98544940999994)",Gregory's Coffee,1318,327  Park Avenue South,New York,10010, ,Free,http://www.openwifinyc.com/classic/a/Gregorys-Coffee-NY-10010
737,"(40.744337089000055, -73.99876997199993)",View Bar,1319,232 8th Avenue,New York,10011, ,Free,http://www.openwifinyc.com/classic/a/View-Bar-NY-10011
738,"(40.74245456500006, -73.98233837899994)",Rice,1320,115 Lexington Ave,New York,10016, ,Free,http://www.openwifinyc.com/classic/a/Rice-NY-10016
739,"(40.752596897000046, -73.97732922799992)",Grand Central Terminal at the Dinining Concourse,1321,87 E 42nd Street,New York,10017, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Grand_Central_Terminal_at_the_Dining_Concourse_New_York_NY_19746.aspx
740,"(40.743995977000054, -73.93512413399992)",Barnes & Noble,1323,31 10 Thomson Avenue,New York,11101, ,Free,http://www.barnesandnobleinc.com
741,"(40.71708113400007, -74.00699733999994)",Barnes & Noble,1324,40 Worth Street,New York,10013, ,Free,http://www.barnesandnobleinc.com
742,"(40.71532271700005, -74.0109359349999)",Barnes & Noble,1325,97 Warren Street,New York,10007, ,Free,http://www.barnesandnobleinc.com
743,"(40.69133630600004, -73.96899430799994)",Barnes & Noble,1326,222 Clinton Avenue,Brooklyn,11205, ,Free,http://www.barnesandnobleinc.com
744,"(40.77903020900004, -73.95514636099995)",Barnes & Noble,1328,150 East 86th Street,New York,10028, ,Free,http://www.barnesandnobleinc.com
745,"(40.72077559300004, -73.84691655099994)",Barnes & Noble,1330,70-00 Austin Street,Forest Hills,11375, ,Free,http://www.barnesandnobleinc.com
746,"(40.72567918300007, -73.7910210359999)",Barnes & Noble,1331,176-60 Union Turnpike,Fresh Meadows,11366, ,Free,http://www.barnesandnobleinc.com
747,"(40.746308603000045, -73.9803301419999)",Guy & Gallard - East 34 St,1332,120 East 34 Street,New York,10016, ,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-East-34-St-NY-10016
748,"(40.74763921200008, -73.98345717199993)",Guy & Gallard - Madison Ave,1333,28 East 34th Street,New York,10016, ,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-Madison-Ave-NY-10016
749,"(40.751936509000075, -73.98945157599991)",Guy & Gallard - 7th Ave,1334,469 7th Avenue,New York,10018, ,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-7th-Ave-NY-10018
750,"(40.754356948000066, -73.99019472799995)",Guy & Gallard - West 38 St,1335,245 West 38th Street,New York,10018, ,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-West-38-St-NY-10018
751,"(40.752023387000065, -73.9865712209999)",Guy & Gallard - 6th Ave,1336,1001 6th Avenue,New York,10018, ,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-6th-Ave-NY-10018
752,"(40.75731596300005, -73.9893649139999)",Chevy's Fresh Mex,1337,259 W 42nd Street,New York,10036, ,Free,http://www.chevysny.com
753,"(40.566499014000044, -74.11330231999995)",Chevy's Fresh Mex,1338,2690 Hylan Blvd,Staten Island,10306, ,Free,http://www.chevysny.com
754,"(40.85147419300006, -73.84351383899991)",Good to Go Rest,1339,1894 Eastchester Rd,Bronx,10461, ,Free,http://www.wififreespot.com/ny.html
755,"(40.82771993000006, -73.92431479599992)",Burger King,1340,103 E 161 Street,Bronx,10451, ,Free,http://www.wififreespot.com/ny.html
756,"(40.69870546100009, -73.9527751519999)",McDonald's,1346,35-40 Nostrand Ave,Brooklyn,11206, ,Fee-based,http://www.mcdonalds.com/wireless.html
757,"(40.73046411900009, -73.95391609699993)",Starbucks,1353,910 Manhattan Avenue,Brooklyn,11222, ,Fee-based,http://www.starbucks.com
758,"(40.64355752100005, -73.78074147899991)",JFK International Airport - Delta Sky Club,1358,"Terminal 4, Second level, landside overlooking the concourse -Oasis Lounge",Jamaica,11430, ,Fee-based,http://www.delta.com/traveling_checkin/airport_information/delta_sky_club/sky_club_locations/index.jsp
759,"(40.77942605100009, -73.96343466499991)",Metropolitan Museum of Art,1359,1000 Fifth Avenue,New York,10028, ,Fee-based,http://www.metmuseum.org/
760,"(40.75196581100005, -73.99033438799995)",Starbucks,670,462 7th Avenue,New York,10018,212-279-6432,Fee-based,http://www.starbucks.com
761,"(40.798858721000045, -73.96933936199991)",Starbucks,671,2681 Broadway,New York,10025,212-280-1811,Fee-based,http://www.starbucks.com
762,"(40.75259728100008, -73.99275974499994)",Starbucks,672,494 Eighth Ave.,New York,10001,212-947-3860,Fee-based,http://www.starbucks.com
763,"(40.747702710000056, -73.98549889899994)",Starbucks,673,334 Fifth Ave.,New York,10001,212-279-2960,Fee-based,http://www.starbucks.com
764,"(40.741675677000046, -74.00448152099995)",Starbucks,674,76 9th Ave,New York,10011,646-230-7145,Fee-based,http://www.starbucks.com
765,"(40.748213655000086, -73.98934243999992)",Starbucks,676,875 Sixth Ave,New York,10001,212-629-6512,Fee-based,http://www.starbucks.com
766,"(40.743822983000086, -73.97693239499995)",Starbucks,677,585 2nd Avenue,New York,10016,212-684-1299,Fee-based,http://www.starbucks.com
767,"(40.73365794100005, -73.98650866299994)",Starbucks,697,145 Third Avenue,New York,10003,212-677-7248,Fee-based,http://www.starbucks.com
768,"(40.73498181100007, -73.98963704499994)",Starbucks,698,10 UNION SQUARE EAST,New York,10003,212-982-8426,Fee-based,http://www.starbucks.com
769,"(40.736839855000085, -73.99678848199994)",Starbucks,699,510 Sixth Avenue,New York,10011,212-242-5981,Fee-based,http://www.starbucks.com
770,"(40.73727904500004, -74.00191970599991)",Starbucks,700,93 Greenwich Avenue,New York,10014,212-462-4697,Fee-based,http://www.starbucks.com
771,"(40.75146630200004, -73.99075313199995)",Starbucks,701,450 7th Avenue,New York,10001,212-279-1122,Fee-based,http://www.starbucks.com
772,"(40.73205843100004, -73.9949990529999)",Starbucks,702,21 East 8th Street,New York,10003,212-982-7505,Fee-based,http://www.starbucks.com
773,"(40.73010385100008, -73.9901355049999)",Starbucks,703,51 Astor Place,New York,10003,212-677-6447,Fee-based,http://www.starbucks.com
774,"(40.73014516500007, -73.99198644599994)",Starbucks,704,13-25 Astor Place,New York,10003,212-982-3563,Fee-based,http://www.starbucks.com
775,"(40.73296705200005, -73.99966804199994)",Starbucks,705,378 6th Avenue,New York,10011,212-477-2690,Fee-based,http://www.starbucks.com
776,"(40.733164643000066, -74.0027314429999)",Starbucks,706,72 Grove Street,New York,10014,646-486-2216,Fee-based,http://www.starbucks.com
777,"(40.727428055000075, -73.99568130099993)",Starbucks,707,665 Broadway,New York,10012,917-534-0799,Fee-based,http://www.starbucks.com
778,"(40.72601171800005, -74.00535767199995)",Starbucks,708,150 Varick Street,New York,10013,646-230-9816,Fee-based,http://www.starbucks.com
779,"(40.72240521100008, -73.99788590899993)",Starbucks,709,72 SPRING STREET,New York,10012,212-219-2961,Fee-based,http://www.starbucks.com
780,"(40.719341634000045, -73.98986292899991)",Starbucks,710,80 Delancey Street,New York,10002,917-534-1397,Fee-based,http://www.starbucks.com
781,"(40.721326539000074, -74.00063133099991)",Starbucks,711,471 Broadway,New York,10013,212-219-8787,Fee-based,http://www.starbucks.com
782,"(40.71860374000005, -73.99974026399991)",Starbucks,712,241 Canal Street,New York,10013,212-219-2725,Fee-based,http://www.starbucks.com
783,"(40.71590010500006, -74.00327904699992)",Starbucks,713,111 Worth Street,New York,10013,212-964-8846,Fee-based,http://www.starbucks.com
784,"(40.71495030500006, -74.00604937599991)",Starbucks,714,291 Broadway,New York,10007,212-406-5310,Fee-based,http://www.starbucks.com
785,"(40.71554299400009, -74.00881261699993)",Starbucks,715,125 Chambers Street,New York,10007,212-791-6368,Fee-based,http://www.starbucks.com
786,"(40.71244694100005, -74.00831081699994)",Starbucks,716,233 Broadway,New York,10007,212-619-1529,Fee-based,http://www.starbucks.com
787,"(40.71154403200006, -74.00646748799994)",Starbucks,717,38 Park Row,New York,10038,212-608-8073,Fee-based,http://www.starbucks.com
788,"(40.71086309800006, -74.00978589899995)",Starbucks,718,195 Broadway,New York,10007,212-385-1104,Fee-based,http://www.starbucks.com
789,"(40.70972941400004, -74.01086061199993)",Starbucks,719,165 Broadway,New York,10006,212-608-6481,Fee-based,http://www.starbucks.com
790,"(40.70834634100004, -74.00718495199993)",Starbucks,720,100 William Street,New York,10038,212-509-9709,Fee-based,http://www.starbucks.com
791,"(40.70885122000004, -74.00938523399992)",Starbucks,721,55 Liberty Street,New York,10005,212-227-0372,Fee-based,http://www.starbucks.com
792,"(40.70893611900004, -74.01146644799991)",Starbucks,722,115 Broadway,New York,10006,212-732-9268,Fee-based,http://www.starbucks.com
793,"(40.70615055400009, -74.00680239499991)",Starbucks,723,80 Pine Street,New York,10005,212-480-3970,Fee-based,http://www.starbucks.com
794,"(40.70620247700003, -74.00992948599992)",Starbucks,724,45 Wall Street,New York,10005,212-269-8717,Fee-based,http://www.starbucks.com
795,"(40.70515694100004, -74.00693935099991)",Starbucks,725,100 Wall Street,New York,10005,212-809-1556,Fee-based,http://www.starbucks.com
796,"(40.70448672400005, -74.01272081299993)",Starbucks,726,2 Broadway,New York,10004,212-742-2488,Fee-based,http://www.starbucks.com
797,"(40.70521972900008, -74.01126022599993)",Starbucks,727,55 Broad Street,New York,10004,212-742-2488,Fee-based,http://www.starbucks.com
798,"(40.70294142700004, -74.01267723799992)",Starbucks,728,3 New York Plaza,New York,10004,212-785-1082,Fee-based,http://www.starbucks.com
799,"(40.703221187000054, -74.0144337179999)",Starbucks,729,1 Battery Park Plaza,New York,10004,212-482-1180,Fee-based,http://www.starbucks.com
800,"(40.85128692400008, -73.93846411299995)",Starbucks,730,803 W 181st St,New York,10033,212-927-4272,Fee-based,http://www.starbucks.com
801,"(40.79019783600006, -73.97552957399995)",T-Mobile,731,2409 Broadway,New York,10024,212-279-4688,Fee-based,http://www.t-mobile.com/
802,"(40.75882205800008, -73.98892202299993)",Cyber Cafe - Taste of New York Food Court,732,707 8th Avenue,New York,10036, ,Fee-based, 
803,"(40.72242653600006, -73.98773754299992)",Tasti D Lite,733,191 E Houston Street,New York,10002,212-228-6407,Fee-based, 
804,"(40.73933665800007, -73.98507490799994)",Tasti D Lite,734,132 E 23rd Street,New York,10010,212-473-8900,Fee-based, 
